scenario,traffic_id,case_id,seed,avg_power_unit,energy_unit_ms,arrived_count,delivered_count,pdb_satisfied_count,pdb_eligible_count,completion_rate,pdb_ratio,delay_mean_ms,delay_samples_json,traffic_sha256
ideal_detection,FTP3,1-5,2004,10.6552021484375,6819.329375,2,2,1,1,1.0,1.0,18.01153,"[17.454884,18.568176]",4c013c479aef16180842a66c8f863af584449cb5f9a6717f6f520e64abdefce9
ideal_detection,FTP3,1-5,2005,20.87182036234375,13357.965031900001,3,3,2,2,1.0,1.0,18.039688333333334,"[15.75802,18.355103,20.005942]",38d8ccb906bac691f69971ceefa942f6527ecc6ebdec2450d6401dbd8a85862d
ideal_detection,FTP3,1-5,2006,16.556742296875,10596.31507,3,3,3,3,1.0,1.0,19.347389,"[19.276568,18.589235,20.176364]",27405965b0d178054267957af0f9516768c64f0edd70527d692470e0133e1c10
ideal_detection,FTP3,1-5,2007,21.809588278281247,13958.136498099999,4,4,4,4,1.0,1.0,18.282223000000002,"[19.057528,18.731725,17.825367,17.514272]",ee04a76550ca6d843f7c59d0fb38e144144030ebb43a1d53d991dae3a1772f10
ideal_detection,FTP3,1-5,2008,28.388896198281248,18168.8935669,6,6,3,3,1.0,1.0,17.245278333333335,"[19.445403,17.79287,17.832753,16.684676,14.027017,17.688951]",45c1d238c9fab5a637dd04b45080ee199513a0c25b327a909d8cd841b219c80d
ideal_detection,FTP3,1-6,2001,6.768952148437499,4332.1293749999995,1,1,1,1,1.0,1.0,18.744742,[18.744742],aa7cc335e827996c11bc094b10023d7647b9b8f767fd5483e93841b61abffb75
ideal_detection,FTP3,1-6,2002,1.7267869999999994,1105.1436799999997,0,0,0,0,,,,[],0536fbf5e538aebed8259f3c10d2b3fe8927f6ed2563d91cd485f36110f4c109
ideal_detection,FTP3,1-6,2003,18.415782445312498,11786.100765,4,4,4,4,1.0,1.0,15.34571275,"[19.174307,15.923325,10.532407,15.752812]",de8ab75d1554fd6b70a3d40ffa34abefffbd5d9579c30446a003bb7c5dfdd569
ideal_detection,FTP3,1-6,2004,6.768952148437499,4332.1293749999995,2,2,1,1,1.0,1.0,18.01153,"[17.454884,18.568176]",4c013c479aef16180842a66c8f863af584449cb5f9a6717f6f520e64abdefce9
ideal_detection,FTP3,1-6,2005,16.853282445312498,10786.100765,3,3,2,2,1.0,1.0,18.039688333333334,"[15.75802,18.355103,20.005942]",38d8ccb906bac691f69971ceefa942f6527ecc6ebdec2450d6401dbd8a85862d
ideal_detection,FTP3,1-6,2006,13.373617296875,8559.11507,3,3,3,3,1.0,1.0,19.347389,"[19.276568,18.589235,20.176364]",27405965b0d178054267957af0f9516768c64f0edd70527d692470e0133e1c10
ideal_detection,FTP3,1-6,2007,18.415782445312498,11786.100765,4,4,4,4,1.0,1.0,18.282223000000002,"[19.057528,18.731725,17.825367,17.514272]",ee04a76550ca6d843f7c59d0fb38e144144030ebb43a1d53d991dae3a1772f10
